,b,se,pval,BH_adjPval,EntrezGeneID,GeneSymbol
893,0.081555408,0.032523206,0.012155188,0.262128455,11321,GPN1
1939,0.080961611,0.032293442,0.01217399,0.262128455,22954,TRIM32
517,-0.089710817,0.035785721,0.012179907,0.262128455,10661,KLF1
4301,0.151859439,0.060598867,0.012211315,0.262128455,4692,NDN
6151,-0.146913179,0.058641392,0.012235406,0.262128455,6717,SRI
6089,0.135668359,0.054153051,0.012235574,0.262128455,664,BNIP3
7878,0.118703654,0.047419903,0.012306019,0.26296678,9375,TM9SF2
3045,-0.110866031,0.044310205,0.012347898,0.262988398,284403,WDR62
1197,-0.202843367,0.081121367,0.012402077,0.262988398,1462,VCAN
7884,-0.113255069,0.045294851,0.012405452,0.262988398,939,CD27
2830,0.116148038,0.046486817,0.012471466,0.262988398,27000,DNAJC2
5972,-0.092304932,0.03695368,0.012494731,0.262988398,6512,SLC1A7
5900,-0.084354869,0.033779105,0.012516068,0.262988398,6452,SH3BP2
1561,0.139418131,0.055855794,0.012558948,0.262988398,1964,EIF1AX
6518,0.128017998,0.051296319,0.012572424,0.262988398,7267,TTC3
3760,0.18149366,0.072737329,0.012588871,0.262988398,3797,KIF3C
3547,-0.094810981,0.038011971,0.012622714,0.263041062,3549,IHH
3680,-0.067632008,0.027151137,0.012740358,0.264359126,3705,ITPK1
5591,-0.150616404,0.060471346,0.012748922,0.264359126,5947,RBP1
5418,-0.115046756,0.04627101,0.012905446,0.26694566,575,ADGRB1
763,0.258740907,0.104185599,0.013011246,0.267925915,11075,STMN2
313,-0.075073704,0.030231262,0.013016644,0.267925915,10400,PEMT
6718,0.086043475,0.034735416,0.013245076,0.271343308,7592,ZNF41
2720,0.096182705,0.038829519,0.013247292,0.271343308,26156,RSL1D1
1428,-0.107200674,0.04331106,0.013318623,0.271690366,1757,SARDH
3262,0.11388327,0.046032187,0.013361263,0.271690366,3074,HEXB
6830,-0.068902614,0.02786,0.013391911,0.271690366,78992,YIPF2
8195,0.093320821,0.037734546,0.013395147,0.271690366,9791,PTDSS1
7529,-0.159275396,0.064424888,0.013425995,0.271690366,8895,CPNE3
7314,0.171667819,0.069488163,0.013493891,0.272257267,8604,SLC25A12
2425,-0.10276504,0.041608642,0.013518847,0.272257267,23654,PLXNB2
4923,-0.09090696,0.036881807,0.013708267,0.274024247,54,ACP5
5581,0.157589177,0.063936421,0.013709761,0.274024247,5929,RBBP5
7458,0.236852666,0.096198232,0.013811414,0.274024247,8803,SUCLA2
8125,0.097418711,0.03958424,0.013853187,0.274024247,9716,AQR
7405,0.136980139,0.055674303,0.013878861,0.274024247,8726,EED
1674,-0.074103686,0.030132262,0.01392158,0.274024247,208,AKT2
1632,0.107332824,0.043649938,0.013934573,0.274024247,2036,EPB41L1
5810,-0.145116972,0.059027396,0.013953116,0.274024247,6363,CCL19
5734,0.138098201,0.056210032,0.014017103,0.274024247,6249,CLIP1
3841,0.170305769,0.069319981,0.014017823,0.274024247,390616,ANKRD34C
3545,-0.069868208,0.02844949,0.014054457,0.274024247,3543,IGLL1
6945,0.118752779,0.048381276,0.014107307,0.274024247,8050,PDHX
65,0.099930271,0.040712947,0.014107736,0.274024247,10057,ABCC5
7029,-0.0947853,0.038620985,0.014118135,0.274024247,8216,LZTR1
1329,0.134333314,0.054762912,0.014167113,0.274024247,1612,DAPK1
115,0.156709749,0.063905481,0.014198122,0.274024247,10133,OPTN
2235,0.143423294,0.058493448,0.014208249,0.274024247,2332,FMR1
3190,0.145481765,0.059349436,0.01423513,0.274024247,29902,FAM216A
7707,0.082243356,0.033562718,0.014268257,0.274024247,9140,ATG12
2230,0.196245462,0.080089028,0.014272081,0.274024247,23314,SATB2
2576,-0.102341139,0.04178699,0.014320777,0.274024247,25841,ABTB2
195,-0.098168912,0.040086806,0.014328993,0.274024247,10233,LRRC23
5432,-0.204017455,0.083333549,0.014357069,0.274024247,5764,PTN
5543,0.110004224,0.044973108,0.014445099,0.275079228,5887,RAD23B
2532,0.162610362,0.066505251,0.01448218,0.275161423,25758,KIAA1549L
4765,-0.092969611,0.038048973,0.014548807,0.275743781,5199,CFP
5005,-0.070414246,0.028835083,0.014607588,0.275743781,54626,HES2
6820,-0.088904816,0.03640847,0.014611334,0.275743781,7862,BRPF1
1874,0.180671324,0.074085303,0.014740477,0.277536283,22866,CNKSR2
5513,-0.085598929,0.035119441,0.014794698,0.277536283,58510,PRODH2
4692,-0.118870228,0.048775217,0.01480546,0.277536283,5156,PDGFRA
3136,0.13360536,0.054879909,0.014912213,0.277839725,2926,GRSF1
2372,0.107487506,0.044154939,0.014919561,0.277839725,23530,NNT
7199,-0.075938481,0.031195288,0.0149209,0.277839725,84733,CBX2
7811,-0.099795665,0.041035762,0.01501905,0.279047693,9271,PIWIL1
7095,-0.092271859,0.037954465,0.015052227,0.279047693,8354,H3C11
8086,0.095879223,0.039452464,0.015088546,0.27910487,9673,SLC25A44
99,0.090297223,0.037172904,0.015135772,0.279363099,10109,ARPC2
978,0.09650286,0.039752598,0.015199673,0.279927303,1185,CLCN6
2080,0.117565913,0.048453504,0.015250901,0.280256157,23141,ANKLE2
4438,0.100587354,0.041482326,0.015315796,0.280562516,4897,NRCAM
2097,-0.08931451,0.036855633,0.015377629,0.280562516,23162,MAPK8IP3
5160,0.086344063,0.035647305,0.015427857,0.280562516,55735,DNAJC11
412,-0.138928454,0.057362471,0.015437906,0.280562516,1053,CEBPE
4164,0.116194093,0.047987067,0.015462441,0.280562516,4354,MPP1
719,0.082313223,0.034023836,0.015551219,0.280562516,11017,SNRNP27
1066,0.076777853,0.031737397,0.015556382,0.280562516,130074,FAM168B
6725,-0.144938075,0.059938765,0.015601682,0.280562516,762,CA4
292,0.276117118,0.114196531,0.015609868,0.280562516,10370,CITED2
618,-0.076235378,0.031532331,0.015619409,0.280562516,10869,USP19
1063,-0.086702221,0.035867015,0.015635063,0.280562516,13,AADAC
1137,0.126016491,0.052188243,0.015750212,0.281599704,1389,CREBL2
4696,0.117636221,0.048732508,0.015782063,0.281599704,51573,GDE1
2158,0.142732328,0.059135376,0.015793458,0.281599704,23228,PLCL2
3162,-0.083064129,0.034445057,0.015887211,0.281882595,2972,BRF1
2827,0.085474992,0.035471657,0.015966949,0.281882595,26999,CYFIP2
357,0.10627133,0.044102627,0.015968391,0.281882595,10463,SLC30A9
5190,0.13046924,0.054158998,0.015996124,0.281882595,55854,ZC3H15
5743,0.171864054,0.071346025,0.016001533,0.281882595,6262,RYR2
11,0.088264232,0.036644368,0.016010717,0.281882595,10007,GNPDA1
4751,0.141522606,0.058839689,0.016162575,0.283456136,518,ATP5MC3
1702,-0.100363476,0.041729266,0.016167598,0.283456136,2128,EVX1
620,-0.090649315,0.037726932,0.016271213,0.283588197,10871,CD300C
7250,-0.082350181,0.034275299,0.01627853,0.283588197,8521,GCM1
6932,-0.100657455,0.041901005,0.016293754,0.283588197,80316,PPP1R2C
6514,-0.158168642,0.065863879,0.016330355,0.283588197,7263,TST
7857,0.1057203,0.044040247,0.016370976,0.283588197,9352,TXNL1
8036,0.102576834,0.042742971,0.01640167,0.283588197,9604,RNF14
5842,-0.071987505,0.029999379,0.01641151,0.283588197,640,BLK
8279,0.192031582,0.080193744,0.016638709,0.286923767,9892,SNAP91
1051,0.210545396,0.088015757,0.016750771,0.287314008,1290,COL5A2
8294,0.091439176,0.038228215,0.016760085,0.287314008,9909,DENND4B
7852,-0.143455959,0.059977144,0.016763975,0.287314008,93436,ARMC6
1871,-0.07222656,0.030227376,0.01687399,0.288610528,22861,NLRP1
201,0.093771066,0.039272428,0.016953833,0.289386773,1024,CDK8
1885,0.092479233,0.038793172,0.017130029,0.291582369,22878,TRAPPC8
4909,0.125322284,0.052580529,0.017151904,0.291582369,537,ATP6AP1
5636,-0.068653663,0.028832846,0.017261395,0.292850899,6002,RGS12
2732,-0.139012969,0.058454871,0.017400943,0.293234621,26206,SPAG8
3311,-0.143496159,0.06035464,0.017428091,0.293234621,3137,HLA-J
2845,-0.174518804,0.073404949,0.017431385,0.293234621,2705,GJB1
1447,0.116462853,0.04899613,0.017455003,0.293234621,1786,DNMT1
3697,-0.123165936,0.051817785,0.017458599,0.293234621,3728,JUP
3255,0.072633835,0.030621402,0.017692295,0.295979774,3066,HDAC2
2343,0.112293834,0.047364222,0.017746859,0.295979774,23492,CBX7
7968,-0.079440633,0.033512694,0.017765777,0.295979774,9513,FXR2
2270,-0.071767781,0.030288373,0.01781298,0.295979774,23361,ZNF629
2393,0.084892013,0.035831633,0.017827002,0.295979774,2357,FPR1
3146,0.169022357,0.071345838,0.017833504,0.295979774,2947,GSTM3
3934,-0.087801508,0.037202479,0.018270093,0.30060695,4035,LRP1
5664,-0.121458939,0.051465554,0.018274713,0.30060695,60481,ELOVL5
1788,-0.066945347,0.028374029,0.018305099,0.30060695,222,ALDH3B2
7436,-0.086544964,0.036689863,0.018332903,0.30060695,8773,SNAP23
7710,-0.070405708,0.029850339,0.018342861,0.30060695,9145,SYNGR1
1957,0.066159386,0.028053035,0.018355476,0.30060695,22990,PCNX1
3624,-0.114849398,0.048701758,0.018362868,0.30060695,3636,INPPL1
650,-0.079232877,0.033630909,0.018475202,0.301559944,10919,EHMT2
5066,0.099104726,0.042071996,0.0184929,0.301559944,55117,SLC6A15
6084,0.096098899,0.040816712,0.018552595,0.301947084,6632,SNRPD1
963,-0.098932795,0.042055547,0.018651121,0.302963478,116986,AGAP2
1381,-0.121281028,0.051585461,0.018719513,0.303487402,1674,DES
254,-0.064409481,0.027429505,0.018865278,0.30524925,10298,PAK4
6149,0.132181918,0.056308004,0.018900882,0.30524925,6715,SRD5A1
343,0.115725169,0.049342465,0.019009414,0.306412783,10440,TIMM17A
2981,0.126621912,0.054008633,0.019053866,0.306540935,2781,GNAZ
5382,0.128824756,0.054975553,0.0191135,0.306912385,57213,SPRYD7
2915,-0.077911728,0.033311354,0.019340915,0.309274734,27297,CRCP
3161,0.093301389,0.039897205,0.01935902,0.309274734,2971,GTF3A
6814,0.160199297,0.068518016,0.019384086,0.309274734,785,CACNB4
3283,0.113799191,0.048682032,0.019407929,0.309274734,3093,UBE2K
1649,-0.213977824,0.091608709,0.019502692,0.309305968,2052,EPHX1
5253,-0.075226382,0.03223115,0.019597544,0.309305968,56269,IRGC
5159,0.151895684,0.065086123,0.019608056,0.309305968,5573,PRKAR1A
7518,0.098711229,0.042297976,0.019610887,0.309305968,8882,ZPR1
6897,0.139067645,0.059591779,0.019612921,0.309305968,7991,TUSC3
4523,0.08370184,0.035872281,0.019630874,0.309305968,5037,PEBP1
1035,-0.125741149,0.053905596,0.019668216,0.309314011,1271,CNTFR
4819,0.207811552,0.089127886,0.019721169,0.30956706,5274,SERPINI1
6663,0.13487584,0.057870365,0.019771572,0.309648039,7485,GET1
3819,-0.073069994,0.031359724,0.019803056,0.309648039,388567,ZNF749
7723,-0.074461302,0.031965628,0.019836943,0.309648039,9159,PCSK7
973,-0.105449827,0.04529874,0.019918714,0.309869993,1180,CLCN1
103,0.270509015,0.116216112,0.019931344,0.309869993,1012,CDH13
2808,-0.063676059,0.02736326,0.019961856,0.309869993,2683,B4GALT1
4487,0.105581833,0.045414961,0.020081324,0.311149365,4978,OPCML
679,0.138837153,0.05979529,0.020239699,0.312821999,10962,MLLT11
351,-0.115688819,0.049845193,0.020288872,0.312821999,10454,TAB1
2484,-0.107843745,0.046469604,0.020301023,0.312821999,2525,FUT3
7469,-0.097486772,0.042077888,0.020513695,0.315457186,8818,DPM2
2739,-0.164852011,0.071173373,0.020547164,0.315457186,26227,PHGDH
1370,0.094448851,0.040798531,0.020612594,0.315884245,1660,DHX9
6560,0.11212716,0.048505805,0.020798439,0.317677034,7322,UBE2D2
6573,0.223761949,0.096803772,0.020805236,0.317677034,7341,SUMO1
6496,0.128029289,0.055414671,0.020866783,0.318038557,7216,TRO
6572,0.091188465,0.039543474,0.021108917,0.320873294,734,OSGIN2
137,0.160106561,0.069440422,0.021129189,0.320873294,10159,ATP6AP2
371,0.122265405,0.053061265,0.021209686,0.321514337,10479,SLC9A6
6701,-0.076917608,0.033442913,0.021450069,0.324255647,755,CFAP410
4843,-0.081583644,0.035476464,0.021467747,0.324255647,5301,PIN1P1
4543,0.138634164,0.060335034,0.021576645,0.325315384,5063,PAK3
6527,0.109626458,0.047724913,0.021615983,0.325324417,7280,TUBB2A
4345,0.168308144,0.073330192,0.021721128,0.326207072,476,ATP1A1
7275,0.145883773,0.063609921,0.02182428,0.326207072,85453,TSPYL5
1418,0.12255868,0.053444844,0.021837608,0.326207072,1740,DLG2
531,0.164318865,0.071665943,0.021856959,0.326207072,10681,GNB5
3970,0.098219561,0.042841284,0.021868847,0.326207072,4076,CAPRIN1
2483,-0.076260355,0.033278249,0.021928875,0.32630044,2524,FUT2
801,0.099195499,0.043298441,0.021965056,0.32630044,11146,GLMN
6071,0.094305993,0.041172456,0.021991671,0.32630044,6619,SNAPC3
4863,0.164533816,0.071870886,0.022062092,0.326767993,5325,PLAGL1
525,0.107602687,0.047036121,0.022157287,0.326905287,10670,RRAGA
3184,-0.118306578,0.05172132,0.022173354,0.326905287,29894,CPSF1
348,-0.121010276,0.052918144,0.022210739,0.326905287,10449,ACAA2
480,0.107220612,0.046906933,0.022265032,0.326905287,10614,HEXIM1
7385,0.121660107,0.053224327,0.022266028,0.326905287,87,ACTN1
4128,0.122440636,0.053581361,0.022304921,0.326905287,4306,NR3C2
8143,0.181484886,0.07945935,0.022371731,0.327313238,9737,GPRASP1
1289,0.157978089,0.069239196,0.022511312,0.328389116,157567,ANKRD46
736,0.106714414,0.04677539,0.022523474,0.328389116,11044,TENT4A
6638,-0.104379161,0.045769306,0.022575127,0.328571777,744,MPPED2
7610,0.069169415,0.03035501,0.022685978,0.329613911,9025,RNF8
2787,0.063583316,0.027925032,0.022790462,0.330560109,26608,TBL2
435,-0.088789898,0.039023628,0.022888804,0.330872627,10554,AGPAT1
3861,-0.085884002,0.037747026,0.022890807,0.330872627,393,ARHGAP4
2835,0.141176469,0.06208427,0.022969048,0.3314331,27020,NPTN
828,0.101228465,0.044535535,0.023027269,0.331524319,11188,NISCH
5152,0.116177368,0.05112346,0.023057146,0.331524319,55699,IARS2
997,0.129230133,0.056883612,0.023096529,0.331524319,1213,CLTC
1230,0.120176819,0.052930419,0.023179207,0.331524319,1496,CTNNA2
881,-0.054808469,0.02416513,0.023324275,0.331524319,1130,LYST
876,-0.077857529,0.034328304,0.023327546,0.331524319,11273,ATXN2L
419,-0.128838736,0.056811669,0.023340075,0.331524319,105371501,LOC105371501
4342,0.215766446,0.09514306,0.02334075,0.331524319,4753,NELL2
1274,-0.090387479,0.039864276,0.023366997,0.331524319,1548,CYP2A6
3710,-0.090023544,0.039712022,0.023395779,0.331524319,3748,KCNC3
4259,-0.074905809,0.033048561,0.023418484,0.331524319,4635,MYL4
7558,0.156472661,0.069064431,0.023475631,0.331524319,8936,WASF1
3695,-0.248890731,0.109866463,0.023488565,0.331524319,3726,JUNB
3948,-0.11297677,0.049904039,0.023581479,0.33227729,4050,LTB
8018,-0.086298466,0.038139923,0.02365538,0.332760266,9580,SOX13
153,-0.116717382,0.051611685,0.02373124,0.333269158,101928378,PTOV1-AS2
7691,-0.061683748,0.027297912,0.023842934,0.334278729,91289,LMF2
8003,0.110058869,0.048721921,0.023888429,0.334358373,9556,ATP5MPL
89,0.137262648,0.060820297,0.024017078,0.334998644,10098,TSPAN5
4789,0.187578039,0.083119168,0.024024561,0.334998644,5230,PGK1
6067,0.114312555,0.050665996,0.02405819,0.334998644,6612,SUMO3
4015,-0.085381831,0.037863055,0.024132265,0.334998644,414,ARSD
7213,0.099198967,0.043990765,0.024133625,0.334998644,84851,TRIM52
6207,0.111848455,0.049633871,0.02422951,0.335078719,6792,CDKL5
2745,-0.081610958,0.036237907,0.024316708,0.335078719,2624,GATA2
808,0.125816547,0.055939115,0.024501719,0.335078719,11157,LSM6
6168,0.120006008,0.053364582,0.024525539,0.335078719,6741,SSB
6248,-0.142621882,0.063425925,0.0245356,0.335078719,6861,SYT5
1857,0.107440507,0.04778074,0.024536977,0.335078719,22841,RAB11FIP2
2013,0.171295864,0.076189718,0.024558304,0.335078719,23057,NMNAT2
1893,0.070960129,0.031564363,0.024569239,0.335078719,22887,FOXJ3
3787,0.135890031,0.060518236,0.02473994,0.335078719,3839,KPNA3
8005,0.096397353,0.042930776,0.024741585,0.335078719,9559,VPS26A
7960,0.122264995,0.054453083,0.024747129,0.335078719,9498,SLC4A8
8111,0.144308037,0.064281187,0.024771356,0.335078719,97,ACYP1
4699,0.141123003,0.062870329,0.024789466,0.335078719,51582,AZIN1
4225,-0.146475661,0.065267615,0.024817487,0.335078719,4597,MVD
409,0.112126143,0.049962915,0.024820349,0.335078719,10527,IPO7
8342,0.116492269,0.051910775,0.024826838,0.335078719,9972,NUP153
6822,-0.082971695,0.036975821,0.024835964,0.335078719,7867,MAPKAPK3
3206,-0.098903144,0.044090714,0.024885595,0.335078719,2999,GZMH
1388,0.131793425,0.058764781,0.024914355,0.335078719,1687,GSDME
533,0.16114847,0.071865206,0.02493739,0.335078719,10687,PNMA2
8346,0.190025617,0.084793431,0.025023372,0.335696925,998,CDC42
5582,-0.08181476,0.036537394,0.025142501,0.33658291,593,BCKDHA
5634,0.226671416,0.10124728,0.025169572,0.33658291,6000,RGS7
2585,-0.071718156,0.032082627,0.025389768,0.337229746,25855,BRMS1
5521,0.089191195,0.039900437,0.025394788,0.337229746,5862,RAB2A
6889,-0.088048439,0.039400588,0.025437142,0.337229746,7980,TFPI2
5493,0.084683074,0.037914031,0.025512369,0.337229746,5824,PEX19
7967,0.096574717,0.043257517,0.025578409,0.337229746,9512,PMPCB
3910,0.135065242,0.060517175,0.025624894,0.337229746,400,ARL1
4256,-0.098590483,0.04419711,0.025701024,0.337229746,4632,MYL1
2138,-0.102560158,0.045979625,0.025710512,0.337229746,23207,PLEKHM2
7057,-0.117984528,0.052924656,0.025794463,0.337229746,8288,EPX
7650,0.148276325,0.066513304,0.025795735,0.337229746,908,CCT6A
6493,0.098839417,0.044337715,0.025797927,0.337229746,7203,CCT3
7521,0.07445692,0.033400326,0.025798783,0.337229746,8886,DDX18
703,-0.173891594,0.078030347,0.025846367,0.337229746,10993,SDS
1697,0.069998407,0.031416191,0.025873864,0.337229746,2120,ETV6
4706,-0.1617186,0.072590093,0.025891657,0.337229746,51599,LSR
6336,-0.109751207,0.049299603,0.026000204,0.337229746,7009,TMBIM6
829,-0.103979286,0.046719223,0.026039575,0.337229746,11189,CELF3
3673,-0.145541372,0.065408068,0.026072598,0.337229746,3698,ITIH2
4944,-0.071543531,0.032166322,0.026136668,0.337229746,5428,POLG
264,-0.086258942,0.038782514,0.026136943,0.337229746,1031,CDKN2C
452,0.106103519,0.047733123,0.026225993,0.337229746,10574,CCT7
1668,0.114896294,0.051693111,0.026238626,0.337229746,2071,ERCC3
320,0.11049812,0.049732465,0.026293386,0.337229746,10409,BASP1
7977,0.109438303,0.049260068,0.026307418,0.337229746,9521,EEF1E1
255,0.089500631,0.040307412,0.026388172,0.337229746,10299,MARCHF6
7714,-0.100633445,0.045329047,0.026414335,0.337229746,9149,DYRK1B
3027,0.097332383,0.043858114,0.026469314,0.337229746,283450,HECTD4
3768,-0.12235764,0.05515407,0.026522816,0.337229746,3812,KIR3DL2
698,0.083910013,0.03782791,0.02654094,0.337229746,10988,METAP2
6516,0.069270849,0.031236562,0.0265807,0.337229746,7265,TTC1
6988,0.121786491,0.05491847,0.026582998,0.337229746,81553,FAM49A
6727,-0.081691993,0.036839389,0.026587741,0.337229746,7629,ZNF76
2437,0.099776761,0.045001924,0.026611714,0.337229746,23760,PITPNB
8220,0.131227805,0.059196631,0.026635936,0.337229746,9823,ARMCX2
5221,0.152136306,0.068640527,0.026662683,0.337229746,5601,MAPK9
82,-0.074768989,0.033747361,0.026722288,0.337229746,1009,CDH11
4083,0.098657244,0.044538553,0.026753363,0.337229746,4236,MFAP1
2337,0.134281311,0.060642132,0.026806518,0.337229746,23479,ISCU
3101,-0.089469878,0.040409682,0.026823942,0.337229746,28954,REM1
5726,-0.122716902,0.055426015,0.026824181,0.337229746,6236,RRAD
7728,0.118032883,0.053327519,0.026872985,0.337338311,9168,TMSB10
1824,-0.188068862,0.085122172,0.027146884,0.339997211,2263,FGFR2
5185,0.128851297,0.058335019,0.027187473,0.339997211,55832,CAND1
1965,-0.106254864,0.048116258,0.027223758,0.339997211,230,ALDOC
2354,0.14952735,0.067738838,0.027285468,0.339997211,23508,TTC9
4389,-0.250677241,0.113579732,0.027309894,0.339997211,4821,NKX2-2
6569,0.118021215,0.05349828,0.027378753,0.339997211,7334,UBE2N
3153,0.093908085,0.04256823,0.027379774,0.339997211,2959,GTF2B
6148,-0.067288925,0.030512834,0.02743541,0.339997211,6714,SRC
649,-0.09987244,0.045304844,0.027492439,0.339997211,10917,BTNL3
110,0.106424362,0.048302726,0.027575119,0.339997211,10128,LRPPRC
367,0.085544248,0.038827605,0.027581984,0.339997211,10473,HMGN4
5316,0.101611081,0.046127399,0.02760633,0.339997211,5695,PSMB7
4499,0.090557661,0.04111085,0.02761111,0.339997211,5000,ORC4
7843,0.13308262,0.060447482,0.027691887,0.340035678,9326,ZNHIT3
5032,0.104911321,0.047659829,0.027718149,0.340035678,5481,PPID
1914,0.116936776,0.053128821,0.027735704,0.340035678,22908,SACM1L
4031,0.088707542,0.040338552,0.027872518,0.340202842,4154,MBNL1
7620,-0.091832245,0.041761724,0.027880964,0.340202842,9037,SEMA5A
2386,-0.073329223,0.033361254,0.027946569,0.340202842,23550,PSD4
6455,-0.076777614,0.034930726,0.027949352,0.340202842,7143,TNR
1189,-0.056453083,0.025693723,0.028009402,0.340202842,1453,CSNK1D
1124,-0.088156353,0.040130989,0.028040792,0.340202842,1374,CPT1A
7985,0.08528339,0.038826414,0.028054018,0.340202842,9532,BAG2
1888,0.141421354,0.064391933,0.028073419,0.340202842,22881,ANKRD6
6688,0.125263788,0.057058006,0.028136624,0.340477474,7534,YWHAZ
5847,-0.097948404,0.044657578,0.028284258,0.34110775,6404,SELPLG
1805,-0.087307284,0.039810924,0.028303892,0.34110775,2242,FES
1684,0.089173978,0.040679546,0.028371674,0.34110775,2107,ETF1
6001,-0.052206426,0.023824561,0.028431107,0.34110775,6538,SLC6A11
2358,0.078452149,0.035807554,0.028456243,0.34110775,23512,SUZ12
